Client,Date,Courtier,Prix Courtier,Comission Courtier,Limite D&O,Limite E&O ,Prix Police D'Assurance
452,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
459,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
464,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
473,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
481,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
487,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
493,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
505,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
515,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
520,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
523,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
529,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
531,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
542,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
544,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
565,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
567,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
574,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
582,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
595,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
601,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
605,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
611,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
615,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
642,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
644,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
655,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
661,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
680,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
685,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
694,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
704,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
708,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
710,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
721,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
724,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
754,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
765,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
776,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
782,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
801,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
809,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
820,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
824,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
829,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
852,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
853,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
854,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
872,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
889,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
896,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
900,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
920,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
925,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
934,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
937,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
959,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
960,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
971,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
988,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1022,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1025,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1034,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1036,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1050,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1062,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1073,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1074,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1078,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1092,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1097,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1099,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1100,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1111,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1112,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1113,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1118,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1123,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1126,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1127,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1142,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1183,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1191,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1193,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1232,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1252,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1267,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1276,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1284,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1294,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1296,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1307,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1321,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1324,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1328,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1336,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1344,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1370,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1371,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1377,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1391,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1438,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1444,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1447,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1450,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1459,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1461,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1471,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1483,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1497,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1514,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1526,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1533,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1547,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1548,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1610,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1614,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1615,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1622,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1656,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1661,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1664,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1667,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1684,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1688,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1693,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1722,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1723,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1747,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1759,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1769,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1774,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1775,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1779,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1784,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1787,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1797,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1798,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1809,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1849,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1855,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1875,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1885,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1898,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1922,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
1924,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
1948,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1952,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1983,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
1993,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2008,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2049,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2062,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2072,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2089,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2093,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2095,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2101,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2105,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2106,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2109,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2117,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2121,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2137,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2150,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2152,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2165,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2166,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2167,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2173,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2183,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2188,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2195,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2197,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2213,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2215,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2242,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2261,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2273,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2285,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2286,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2290,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2296,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2325,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2328,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2340,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2352,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2356,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2418,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2431,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2441,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2455,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2496,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2501,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2505,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2510,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2522,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2524,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2530,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2534,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2536,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2541,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2565,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2569,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2577,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2588,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2592,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2601,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2602,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2612,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2615,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2645,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2660,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2698,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2718,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2719,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2740,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2744,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2758,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2766,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2767,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2796,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2813,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2817,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2834,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2835,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2836,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2838,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2840,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2878,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2896,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2920,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2940,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2948,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2965,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2975,1/1/2010,Courtier A,8000,0.1,1500000,500000,88000
2976,1/1/2010,Courtier A,5500,0.1,1000000,250000,60500
2984,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2985,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
2991,1/1/2010,Courtier A,4000,0.1,500000,100000,44000
19,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
25,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
26,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
46,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
61,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
62,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
66,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
69,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
90,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
91,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
98,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
102,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
108,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
111,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
113,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
120,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
124,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
153,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
154,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
191,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
194,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
198,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
210,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
228,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
236,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
241,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
242,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
245,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
252,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
256,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
262,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
274,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
285,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
305,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
310,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
312,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
322,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
330,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
331,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
333,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
336,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
373,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
384,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
398,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
403,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
407,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
409,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
435,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
441,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
452,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
461,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
464,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
469,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
483,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
520,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
525,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
541,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
549,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
579,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
583,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
584,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
585,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
596,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
599,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
601,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
613,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
629,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
631,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
633,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
635,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
636,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
638,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
649,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
658,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
672,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
683,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
689,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
707,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
713,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
726,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
768,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
776,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
785,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
790,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
808,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
822,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
844,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
847,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
850,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
851,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
854,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
862,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
873,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
882,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
886,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
888,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
902,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
905,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
917,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
927,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
937,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
948,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
955,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
965,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
969,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
970,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
972,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
1036,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1040,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
1048,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1074,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1075,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
1086,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1098,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1133,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
1157,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
1164,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1172,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1176,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
1183,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1186,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1198,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1216,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
1223,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1250,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1256,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1293,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
1320,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1321,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1328,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
1332,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
1344,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1348,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1349,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
1351,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1361,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1362,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1383,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1391,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1397,1/1/2010,Courtier B,8000,0.1,1500000,500000,88000
1408,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1410,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1412,1/1/2010,Courtier B,4000,0.1,500000,100000,44000
1432,1/1/2010,Courtier B,5500,0.1,1000000,250000,60500
